nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace,precio_actual_num,precio_original_num,descuento_pct,fecha_extraccion,anio,mes,dia,marca,ram_gb,almacenamiento_gb,cpu,gpu,tamanio_pantalla,sistema_operativo
"HP - Ordenador portátil de 15.6"" FHD (AMD Ryzen 5-7520U, 16 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata y Azul - Teclado QWERTY Español","499,.00","549,00 €",,"3,8 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/HP-Ordenador-port%C3%A1til-Graphics-operativo/dp/B0FCG2VS1T/ref=sr_1_16?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-16,499.0,549.0,9.11,2026-04-21 12:17:00,2026,4,21,HP,16,1024.0,AMD Ryzen 5-7520U,,15.6,FreeDOS
"ASUS Vivobook Go 15 E1504FA - Ordenador Portátil 15.6inch Full HD (Windows 11 home, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Radeon 610M) Plata fría - teclado QWERTY Español","543,.51",,,"2,9 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/ASUS-Vivobook-OLED-E1504FA-BQ2451W-Ordenador/dp/B0BSLBCBZF/ref=sr_1_22?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-22,543.51,,,2026-04-21 12:17:00,2026,4,21,ASUS,16,512.0,AMD Ryzen 5 7520U,,,Windows 11
"HP 15-fd0376ns- Ordenador portátil de 15.6"" FHD (Intel Core i5-1334U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11) Plata - Teclado QWERTY Español","579,.00","649,00 €",,"4,0 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/HP-15-fd0376ns-Ordenador-port%C3%A1til-i5-1334U/dp/B0FCG2NCWW/ref=sr_1_15?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-15,579.0,649.0,10.79,2026-04-21 12:17:00,2026,4,21,HP,16,512.0,Intel Core i5-1334U,Intel Iris Xe Graphics,15.6,Windows 11
"Lenovo IdeaPad Slim 3 Gen 10 – Ordenador Portátil 15.3"" WUXGA (Intel Core i5-13420H, 16 GB RAM, 512 GB SSD, Gráficos Intel UHD, Wi-Fi 6, Windows 11 Home) Teclado QWERTY Español - Gris Luna","599,.00","679,00 €",,"4,7 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0GL38BFBK/ref=sr_1_10?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-10,599.0,679.0,11.78,2026-04-21 12:17:00,2026,4,21,Lenovo,16,512.0,Intel Core i5-13420H,Intel UHD,15.3,Windows 11
"HP 15-fc0240ns - Ordenador portátil de 15.6"" FHD (AMD Ryzen 7-7730U, 32 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata - Teclado QWERTY Español","629,.00","699,00 €",,"4,3 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/HP-15-fc0240ns-Ordenador-port%C3%A1til-operativo/dp/B0FCG33M6K/ref=sr_1_9?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-9,629.0,699.0,10.01,2026-04-21 12:17:00,2026,4,21,HP,32,1024.0,AMD Ryzen 7-7730U,,15.6,FreeDOS
"ASUS Vivobook 15 F1504VA-BQ128W - Ordenador Portátil 15.6"" Full HD (Windows 11 Home,Intel Core 5 120U, 16GB RAM, 1TB SSD, Graphics,) Azul Tranquilo - Teclado QWERTY español","649,.00",,,"4,4 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/ASUS-Vivobook-F1504VA-BQ128W-Ordenador-Tranquilo/dp/B0F99B78JN/ref=sr_1_7?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-7,649.0,,,2026-04-21 12:17:00,2026,4,21,ASUS,16,1024.0,Intel Core 5 120U,,15.6,Windows 11
"HP 15-fc0243ns - Ordenador portátil de 15.6"" FHD (AMD Ryzen 7-7730U, 32 GB RAM, 1TB SSD, AMD Radeon Graphics, Windows 11) Plata y Azul - Teclado QWERTY Español","719,.00","799,00 €",,"4,4 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/HP-15-fc0243ns-Ordenador-port%C3%A1til-Graphics/dp/B0F4RM78RJ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-8,719.0,799.0,10.01,2026-04-21 12:17:00,2026,4,21,HP,32,1024.0,AMD Ryzen 7-7730U,,15.6,Windows 11
"ASUS Ordenador Portátil, Intel Core i7 14ª Gen 5.4Ghz, RAM 24GB DDR5, 1TB SSD PCIe, Pantalla 15.6"" FHD IPS, WiFi 6E, Copilot IA, Webcam 1080p, Teclado Español Retroiluminado, Huella Digital, Win11 Pro","1099,.00",,,"4,6 de 5 estrellas",Amazon,2026-04-21 12:17,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToxODE3NzMzMDcwMzM4MzE2OjE3NzY3NjY2NDI6c3BfbXRmOjMwMTAyNjAzMDYxOTkzMjo6MDo6&url=%2FASUS-Ordenador-Port%25C3%25A1til-Pantalla-Retroiluminado%2Fdp%2FB0GVYCSCL3%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776766642%26sr%3D8-19-spons%26aref%3Dwx2ky6kPlZ%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=wx2ky6kPlZ&sp_cr=ZAZ,1099.0,,,2026-04-21 12:17:00,2026,4,21,ASUS,24,1024.0,Intel Core i7 14ª,,15.6,
"Portátil Samsung Galaxy Book4 NP750XGJ-KG4ES, i7-1355U, 16GB, 1TB SSD, 15,6"", W11",Precio de venta 779 €,Precio original 899 €,,,ElCorteIngles,2026-04-21 12:17,https://www.elcorteingles.es/electronica/A54854165-portatil-samsung-galaxy-book4-np750xgj-kg4es-i7-1355u-16gb-1tb-ssd-156-w11/?color=Gris+Grafito,779.0,899.0,13.35,2026-04-21 12:17:00,2026,4,21,Samsung,16,1024.0,i7-1355U,,15.6,
"Portátil HP OmniBook 7 14-fr0001ns, Intel Core Ultra 5 EVO-225U, 16GB, 1TB SSD, 14"" OLED, W11",Precio de venta 899 €,Precio original 999 €,,,ElCorteIngles,2026-04-21 12:17,https://www.elcorteingles.es/electronica/A55333863-portatil-hp-omnibook-7-14-fr0001ns-intel-core-ultra-5-evo-225u-16gb-1tb-ssd-14-oled-w11/?color=Plata,899.0,999.0,10.01,2026-04-21 12:17:00,2026,4,21,HP,16,1024.0,Intel Core Ultra 5 EVO,,14.0,
"Portátil HP 15-fd1017ns, Intel Core Ultra 7-155H, 32GB, 1TB SSD, 15,6"", W11",Precio de venta 949 €,Precio original 1.049 €,,,ElCorteIngles,2026-04-21 12:17,https://www.elcorteingles.es/electronica/A54861910-portatil-hp-15-fd1017ns-intel-core-ultra-7-155h-32gb-1tb-ssd-156-w11/?color=Plata,949.0,1049.0,9.53,2026-04-21 12:17:00,2026,4,21,HP,32,1024.0,Intel Core Ultra 7-155H,,15.6,
"Portátil Lenovo Yoga Slim 7 14IMH9, Intel Core Ultra 7-155H, 32GB, 1TB SSD, 14"" OLED, W11",Precio de venta 999 €,Precio original 1.199 €,,,ElCorteIngles,2026-04-21 12:17,https://www.elcorteingles.es/electronica/A56671005-portatil-lenovo-yoga-slim-7-14imh9-intel-core-ultra-7-155h-32gb-1tb-ssd-14-oled-w11/?color=Gris+Lunar,999.0,1199.0,16.68,2026-04-21 12:17:00,2026,4,21,Lenovo,32,1024.0,Intel Core Ultra 7-155H,,14.0,
"Portátil Gaming HP VICTUS 15-fa2007ns, Intel Core 7-240H, 16GB, 1TB SSD, Nvidia GeForce RTX 5060 8GB, 15,6"", W11",Precio de venta 1.199 €,Precio original 1.399 €,,,ElCorteIngles,2026-04-21 12:17,https://www.elcorteingles.es/electronica/A55333855-portatil-gaming-hp-victus-15-fa2007ns-intel-core-7-240h-16gb-1tb-ssd-nvidia-geforce-rtx-5060-8gb-156-w11/?color=Azul,1199.0,1399.0,14.3,2026-04-21 12:17:00,2026,4,21,HP,16,1024.0,,Nvidia GeForce RTX 5060,15.6,
"Portátil HP 250 G9 15.6"" Intel Celeron N4500 8GB 256GB SSD UHD Graphics FreeDOS","269,99€",428€,,,PcComponentes,2026-04-21 12:16,,269.99,428.0,36.92,2026-04-21 12:16:00,2026,4,21,HP,8,256.0,Intel Celeron N4500,,15.6,FreeDOS
"Portátil HP 15-fd0277ns 15.6"" FHD Intel Core i3-N305 8GB RAM 512GB SSD Windows 11, Azul",429€,549€,,,PcComponentes,2026-04-21 12:16,,429.0,549.0,21.86,2026-04-21 12:16:00,2026,4,21,HP,8,512.0,Intel Core i3-N305,,15.6,Windows 11
"ASUS Vivobook Go 15 E1504FA-BQ2447 AMD Ryzen 5 7520U/16GB/512GB SSD/15.6""","444,99€",499€,,,PcComponentes,2026-04-21 12:16,,444.99,499.0,10.82,2026-04-21 12:16:00,2026,4,21,ASUS,16,512.0,AMD Ryzen 5 7520U,,15.6,
Acer Aspire Go 15 AG15-42P-R26T 15.6″ AMD Ryzen 7 5825U 16GB 512GB SSD FHD Wi-Fi 6 Plata,449€,549€,,,PcComponentes,2026-04-21 12:16,,449.0,549.0,18.21,2026-04-21 12:16:00,2026,4,21,Acer,16,512.0,AMD Ryzen 7 5825U,,15.6,
"Portátil Lenovo IdeaPad Slim 3 15AMN8 15,6"" AMD Ryzen 5 7520U 16GB 512GB SSD Azul",469€,499€,,,PcComponentes,2026-04-21 12:16,,469.0,499.0,6.01,2026-04-21 12:16:00,2026,4,21,Lenovo,16,512.0,AMD Ryzen 5 7520U,,15.6,
"Portátil Alurin Flex Advance AMD Ryzen 7-5825U 15.6""/ 16GB/500GB/Windows 11 Home","509,99€","644,99€",,,PcComponentes,2026-04-21 12:16,,509.99,644.99,20.93,2026-04-21 12:16:00,2026,4,21,,16,,AMD Ryzen 7-5825U,,15.6,Windows 11
Portátil ASUS ExpertBook P1503CVA-S70671 15.6″ Intel Core i5-13420H 16 GB 512GB Gris WiFi 6 UHD Windows 11,529€,599€,,,PcComponentes,2026-04-21 12:16,,529.0,599.0,11.69,2026-04-21 12:16:00,2026,4,21,ASUS,16,,Intel Core i5-13420H,,15.6,Windows 11
"Portátil Lenovo IdeaPad Slim 3 15IRH10 15,3"" Intel Core i5-13420H 16GB 1TB SSD Intel UHD Graphics",559€,,,,PcComponentes,2026-04-21 12:16,,559.0,,,2026-04-21 12:16:00,2026,4,21,Lenovo,16,1024.0,Intel Core i5-13420H,Intel UHD Graphics,15.3,
"Portátil HP 15-fd0278ns 15.6"" Intel Core i5-1334U 16GB RAM 512GB SSD FHD Plata Windows 11",629€,,,,PcComponentes,2026-04-21 12:16,,629.0,,,2026-04-21 12:16:00,2026,4,21,HP,16,512.0,Intel Core i5-1334U,,15.6,Windows 11
"Portátil Lenovo IdeaPad Slim 3 15IRH10 15,3"" Intel Core i5-13420H 16GB 1TB SSD Windows 11 Home",649€,699€,,,PcComponentes,2026-04-21 12:16,,649.0,699.0,7.15,2026-04-21 12:16:00,2026,4,21,Lenovo,16,1024.0,Intel Core i5-13420H,,15.3,Windows 11
"Portátil Asus Vivobook 15 F1504VA-BQ305W 15.6"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Windows 11 Home",699€,749€,,,PcComponentes,2026-04-21 12:16,,699.0,749.0,6.68,2026-04-21 12:16:00,2026,4,21,ASUS,16,1024.0,Intel Core 7 150U,,15.6,Windows 11
"Portátil Lenovo IdeaPad Slim 3 15IRH10 15,3"" Intel Core i7-13620H 16GB 1TB SSD Windows 11 Home",749€,849€,,,PcComponentes,2026-04-21 12:16,,749.0,849.0,11.78,2026-04-21 12:16:00,2026,4,21,Lenovo,16,1024.0,Intel Core i7-13620H,,15.3,Windows 11
"Portátil HP Victus 15-fb3030ns 15.6"" AMD Ryzen 5 8645HS 16GB 512GB SSD RTX 4050 6GB Azul",849€,999€,,,PcComponentes,2026-04-21 12:16,,849.0,999.0,15.02,2026-04-21 12:16:00,2026,4,21,HP,16,512.0,AMD Ryzen 5 8645HS,RTX 4050,15.6,
"Apple Macbook Air Apple M4 10 Núcleos/16 GB/256GB SSD/GPU 8 Núcleos/13.6"" Azul Cielo",899€,1.179€,,,PcComponentes,2026-04-21 12:16,,899.0,1179.0,23.75,2026-04-21 12:16:00,2026,4,21,Apple,16,256.0,Apple M4,,13.6,macOS
"Portátil Lenovo LOQ 15IRX10 15.6"" Intel Core i7-13700HX 32GB 1TB SSD RTX 5060 8GB Luna Grey RGB e-Shutter","957,45€",,,,PcComponentes,2026-04-21 12:16,,957.45,,,2026-04-21 12:16:00,2026,4,21,Lenovo,32,1024.0,Intel Core i7-13700HX,RTX 5060,15.6,
"Portátil HP HyperX OMEN 15-gb0005ns 15.3"" AMD Ryzen 7 260 24GB 1TB SSD RTX 5060 FreeDOS",1.049€,1.499€,,,PcComponentes,2026-04-21 12:16,,1049.0,1499.0,30.02,2026-04-21 12:16:00,2026,4,21,HP,24,1024.0,AMD Ryzen 7 260,RTX 5060,15.3,FreeDOS
"Portátil Acer Nitro V 15 ANV15-52 15.6"" Intel Core i9-13900H 32GB 1TB RTX 5060",1.199€,1.699€,,,PcComponentes,2026-04-21 12:16,,1199.0,1699.0,29.43,2026-04-21 12:16:00,2026,4,21,Acer,32,1024.0,Intel Core i9-13900H,RTX 5060,15.6,
"Apple Macbook Air Apple M4 10 Núcleos/16 GB/512GB SSD/GPU 10 Núcleos/13.6"" Blanco Estrella",1.219€,1.449€,,,PcComponentes,2026-04-21 12:16,,1219.0,1449.0,15.87,2026-04-21 12:16:00,2026,4,21,Apple,16,512.0,Apple M4,,13.6,macOS
"MSI Cyborg 15 B2RWFKG-201XES Intel Core 7 240H 32GB DDR5 1TB SSD RTX 5060 15.6"" FHD RGB",1.249€,1.999€,,,PcComponentes,2026-04-21 12:16,,1249.0,1999.0,37.52,2026-04-21 12:16:00,2026,4,21,MSI,32,1024.0,Intel Core 7 240H,RTX 5060,15.6,
"Portátil Lenovo Legion 5 15AHP10 15.3"" AMD Ryzen 7 260 32GB 1TB SSD RTX 5060 Negro",1.249€,1.499€,,,PcComponentes,2026-04-21 12:16,,1249.0,1499.0,16.68,2026-04-21 12:16:00,2026,4,21,Lenovo,32,1024.0,AMD Ryzen 7 260,RTX 5060,15.3,
"ASUS TUF Gaming FX608JMR-RV003 Intel Core i7-14650HX/32GB/1TB SSD/RTX 5060/16""",1.299€,1.599€,,,PcComponentes,2026-04-21 12:16,,1299.0,1599.0,18.76,2026-04-21 12:16:00,2026,4,21,ASUS,32,1024.0,Intel Core i7-14650HX,RTX 5060,16.0,
"PcCom Revolt 5060 Intel Core i7-14650HX 16"" /16GB/500GB/Windows Home","1.299,99€","1.799,99€",,,PcComponentes,2026-04-21 12:16,,1299.99,1799.99,27.78,2026-04-21 12:16:00,2026,4,21,PcCom,16,,Intel Core i7-14650HX,,16.0,Windows
"Portátil Lenovo Legion 5 15AHP10 15.1"" AMD Ryzen 7 260 32GB 1TB SSD RTX 5060 OLED Negro",1.399€,1.699€,,,PcComponentes,2026-04-21 12:16,,1399.0,1699.0,17.66,2026-04-21 12:16:00,2026,4,21,Lenovo,32,1024.0,AMD Ryzen 7 260,RTX 5060,15.1,
"HP OMEN 16-ap0007ns AMD Ryzen AI 7 350 32GB 1TB SSD RTX 5070 8GB 16""",1.429€,1.799€,,,PcComponentes,2026-04-21 12:16,,1429.0,1799.0,20.57,2026-04-21 12:16:00,2026,4,21,HP,32,1024.0,AMD Ryzen AI 7 350,RTX 5070,16.0,
"Portátil MSI Cyborg 17 B2RWGKG-075XES 17.3"" Intel Core 9 270H 32GB 1TB SSD RTX 5070 QHD RGB",1.629€,2.349€,,,PcComponentes,2026-04-21 12:16,,1629.0,2349.0,30.65,2026-04-21 12:16:00,2026,4,21,MSI,32,1024.0,Intel Core 9 270H,RTX 5070,17.3,
